"Country or Territory","Station Name","WMO Station Number","National Station Id Number","Period","Element-Statistic Qualifier Code","Statistic Description","Unit","Jan","Jan Footnotes","Feb","Feb Footnotes","Mar","Mar Footnotes","Apr","Apr Footnotes","May","May Footnotes","Jun","Jun Footnotes","Jul","Jul Footnotes","Aug","Aug Footnotes","Sep","Sep Footnotes","Oct","Oct Footnotes","Nov","Nov Footnotes","Dec","Dec Footnotes","Annual","Annual Footnotes","Annual NCDC Computed Value","Annual NCDC Computed Value Footnotes"
"CANADA","PRINCE RUPERT A , BC","71898","01066481","1962-1991","69","Number of Years used to Calculate Normal","hPa","27","","28","","27","","26","","26","","27","","27","","27","","26","","26","","28","","27","","-9999","1","-9999.9","1"
"CANADA","KUUJJUARAPIK A , QC","71905","07103536","1957-1991","","Mean of Hourly Observations","hPa","1012.9","","1015.5","","1017.1","","1016.6","","1014.7","","1011.4","","1010.1","","1010.9","","1011.8","","1011.3","","1011.0","","1013.5","","1013.1","","1013.1",""
"CANADA","KUUJJUARAPIK A , QC","71905","07103536","1957-1991","69","Number of Years used to Calculate Normal","hPa","29","","30","","28","","29","","29","","30","","30","","30","","28","","29","","29","","28","","-9999","1","-9999.9","1"
"CANADA","KUUJJUAQ A , QC","71906","07113534","1954-1991","","Mean of Hourly Observations","hPa","1010.4","","1012.1","","1015.5","","1016.8","","1014.5","","1010.1","","1008.5","","1009.1","","1010.0","","1010.0","","1010.2","","1012.2","","1011.6","","1011.6",""
"CANADA","KUUJJUAQ A , QC","71906","07113534","1954-1991","69","Number of Years used to Calculate Normal","hPa","30","","29","","30","","29","","30","","30","","30","","29","","28","","28","","29","","30","","-9999","1","-9999.9","1"
"CANADA","INUKJUAK , QC","71907","07103282","1953-1991","","Mean of Hourly Observations","hPa","1010.9","","1013.7","","1016.5","","1016.8","","1014.7","","1010.7","","1008.9","","1009.2","","1009.9","","1009.6","","1009.5","","1012.0","","1011.9","","1011.9",""
"CANADA","INUKJUAK , QC","71907","07103282","1953-1991","69","Number of Years used to Calculate Normal","hPa","28","","29","","28","","29","","29","","29","","29","","29","","30","","29","","28","","29","","-9999","1","-9999.9","1"
"CANADA","IQALUIT A , NT","71909","02402590","1953-1991","","Mean of Hourly Observations","hPa","1008.7","","1010.6","","1014.4","","1017.0","","1014.8","","1010.5","","1008.9","","1008.5","","1008.5","","1008.7","","1009.4","","1010.6","","1010.9","","1010.9",""
"CANADA","IQALUIT A , NT","71909","02402590","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","29","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","PORTAGE LA PRAIRIE A , MB","71000","05012320","1953-1991","","Mean of Hourly Observations","hPa","1019.9","","1020.4","","1017.8","","1016.2","","1013.8","","1011.6","","1013.1","","1013.5","","1014.6","","1014.6","","1016.7","","1018.8","","1015.9","","1015.9",""
"CANADA","PORTAGE LA PRAIRIE A , MB","71000","05012320","1953-1991","69","Number of Years used to Calculate Normal","hPa","29","","29","","29","","29","","29","","29","","29","","29","","29","","30","","30","","29","","-9999","1","-9999.9","1"
"CANADA","QUESNEL A , BC","71000","01096630","1953-1989","","Mean of Hourly Observations","hPa","1019.4","","1017.2","","1014.3","","1014.3","","1014.6","","1014.1","","1015.7","","1015.6","","1016.5","","1016.1","","1015.6","","1018.2","","1016.0","","1016.0",""
"CANADA","QUESNEL A , BC","71000","01096630","1953-1989","69","Number of Years used to Calculate Normal","hPa","29","","28","","29","","28","","27","","28","","27","","28","","28","","27","","27","","27","","-9999","1","-9999.9","1"
"CANADA","VERMILION A , AB","71000","03016800","1953-1982","","Mean of Hourly Observations","hPa","1020.8","","1019.0","","1016.8","","-9999.9","1","-9999.9","1","1011.6","","1014.1","","-9999.9","1","1015.0","","-9999.9","1","1016.3","","-9999.9","1","-9999.9","1","-9999.9","1"
"CANADA","VERMILION A , AB","71000","03016800","1953-1982","69","Number of Years used to Calculate Normal","hPa","21","","21","","20","","19","","18","","20","","21","","18","","20","","18","","20","","18","","-9999","1","-9999.9","1"
"CANADA","INUVIK A , NT","71957","02202570","1960-1991","","Mean of Hourly Observations","hPa","1020.5","","1020.6","","1020.4","","1017.7","","1016.1","","1012.2","","1012.7","","1011.7","","1012.2","","1011.3","","1015.7","","1017.0","","1015.7","","1015.7",""
"CANADA","INUVIK A , NT","71957","02202570","1960-1991","69","Number of Years used to Calculate Normal","hPa","30","","28","","30","","30","","30","","29","","29","","27","","29","","29","","29","","29","","-9999","1","-9999.9","1"
"CANADA","WHITEHORSE A , YT","71964","02101300","1953-1991","","Mean of Hourly Observations","hPa","1016.6","","1013.8","","1012.2","","1011.8","","1013.0","","1012.8","","1015.1","","1014.3","","1012.9","","1008.1","","1011.0","","1014.2","","1013.0","","1013.0",""
"CANADA","WHITEHORSE A , YT","71964","02101300","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","BURWASH A , YT","71967","02100182","1966-1987","","Mean of Hourly Observations","hPa","1016.6","","1012.5","","1010.6","","1009.7","","1011.7","","1012.4","","1014.9","","1013.9","","1011.9","","-9999.9","1","1011.1","","1013.3","","1012.2","","-9999.9","1"
"CANADA","BURWASH A , YT","71967","02100182","1966-1987","69","Number of Years used to Calculate Normal","hPa","20","","20","","20","","21","","21","","21","","21","","20","","20","","19","","20","","21","","-9999","1","-9999.9","1"
"CANADA","VICTORIA MARINE , BC","71000","01018642","1970-1991","","Mean of Hourly Observations","hPa","-9999.9","1","1015.8","","-9999.9","1","-9999.9","1","-9999.9","1","1017.1","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","1014.9","","1017.2","","-9999.9","1","-9999.9","1"
"CANADA","VICTORIA MARINE , BC","71000","01018642","1970-1991","69","Number of Years used to Calculate Normal","hPa","18","","20","","19","","18","","16","","20","","18","","18","","17","","18","","20","","20","","-9999","1","-9999.9","1"
"CANADA","YORKTON A , SK","71138","04019080","1953-1991","","Mean of Hourly Observations","hPa","1020.2","","1020.7","","1018.4","","1016.7","","1014.4","","1012.2","","1013.9","","1014.4","","1015.3","","1015.4","","1017.2","","1018.7","","1016.5","","1016.5",""
"CANADA","YORKTON A , SK","71138","04019080","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","28","","28","","27","","29","","29","","27","","30","","26","","28","","27","","28","","-9999","1","-9999.9","1"
"CANADA","BRANDON A , MB","71140","05010480","1958-1991","","Mean of Hourly Observations","hPa","1020.2","","1020.5","","1018.2","","1016.4","","1014.1","","1012.1","","1013.8","","1014.1","","1015.2","","1015.5","","1017.2","","1019.1","","1016.4","","1016.4",""
"CANADA","BRANDON A , MB","71140","05010480","1958-1991","69","Number of Years used to Calculate Normal","hPa","29","","29","","27","","25","","29","","27","","25","","29","","26","","27","","23","","29","","-9999","1","-9999.9","1"
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1991","","Mean of Hourly Observations","hPa","1009.7","","1012.4","","1012.9","","1014.9","","1014.9","","1011.5","","1010.5","","1012.0","","1012.6","","1013.3","","1012.1","","1012.8","","1012.5","","1012.5",""
"CANADA","CHURCHILL FALLS A , NF","71182","08501132","1968-1991","69","Number of Years used to Calculate Normal","hPa","20","","21","","21","","21","","22","","22","","22","","20","","20","","21","","22","","22","","-9999","1","-9999.9","1"
"CANADA","BAIE COMEAU A , QC","71187","07040440","1964-1991","","Mean of Hourly Observations","hPa","1012.3","","1013.6","","1013.4","","1013.2","","1013.6","","1011.3","","1010.9","","1012.6","","1014.4","","1014.8","","1013.7","","1013.9","","1013.1","","1013.1",""
"CANADA","BAIE COMEAU A , QC","71187","07040440","1964-1991","69","Number of Years used to Calculate Normal","hPa","25","","24","","26","","26","","25","","26","","25","","26","","23","","26","","26","","25","","-9999","1","-9999.9","1"
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1991","","Mean of Hourly Observations","hPa","1007.3","","1009.1","","-9999.9","1","1013.0","","1014.5","","1013.0","","1012.9","","1013.7","","1014.4","","1014.2","","1010.8","","1009.1","","1011.9","","-9999.9","1"
"CANADA","COMFORT COVE , NF","71193","08401259","1967-1991","69","Number of Years used to Calculate Normal","hPa","20","","23","","19","","22","","23","","21","","21","","21","","24","","22","","22","","22","","-9999","1","-9999.9","1"
"CANADA","BURGEO , NF","71194","08400798","1966-1991","","Mean of Hourly Observations","hPa","1008.8","","1009.9","","1011.0","","1012.6","","1014.5","","1013.9","","1014.0","","1014.3","","1015.0","","1015.0","","1011.8","","1010.0","","1012.6","","1012.6",""
"CANADA","BURGEO , NF","71194","08400798","1966-1991","69","Number of Years used to Calculate Normal","hPa","24","","24","","24","","23","","24","","24","","24","","24","","24","","24","","24","","24","","-9999","1","-9999.9","1"
"CANADA","BONAVISTA , NF","71196","08400600","1959-1991","","Mean of Hourly Observations","hPa","1007.3","","1008.4","","1009.5","","1012.1","","1014.5","","1013.5","","1013.9","","1014.0","","1014.6","","1013.6","","1011.7","","1009.1","","1011.9","","1011.8",""
"CANADA","BONAVISTA , NF","71196","08400600","1959-1991","69","Number of Years used to Calculate Normal","hPa","30","","28","","30","","29","","30","","30","","30","","30","","30","","29","","30","","30","","-9999","1","-9999.9","1"
"CANADA","PORT AUX BASQUES , NF","71197","08402975","1966-1991","","Mean of Hourly Observations","hPa","1008.8","","1010.4","","1011.1","","1012.6","","1014.7","","1014.1","","1013.9","","1014.3","","1015.2","","1015.1","","1012.4","","1010.4","","1012.7","","1012.8",""
"CANADA","PORT AUX BASQUES , NF","71197","08402975","1966-1991","69","Number of Years used to Calculate Normal","hPa","23","","24","","23","","24","","23","","23","","23","","25","","24","","25","","25","","25","","-9999","1","-9999.9","1"
"CANADA","GRINDSTONE ISLAND , QC","71000","07052960","1957-1983","","Mean of Hourly Observations","hPa","1009.2","","1010.1","","1010.2","","1011.1","","1013.5","","1012.6","","-9999.9","1","-9999.9","1","1015.0","","1013.9","","1012.9","","-9999.9","1","-9999.9","1","-9999.9","1"
"CANADA","GRINDSTONE ISLAND , QC","71000","07052960","1957-1983","69","Number of Years used to Calculate Normal","hPa","22","","21","","20","","20","","20","","21","","19","","19","","20","","21","","20","","17","","-9999","1","-9999.9","1"
"CANADA","NITCHEQUON , QC","71000","07095480","1955-1985","","Mean of Hourly Observations","hPa","1012.7","","1014.5","","1014.9","","1015.5","","1014.8","","1012.0","","1011.2","","1012.8","","1013.9","","1013.9","","1013.7","","1014.9","","1013.7","","1013.7",""
"CANADA","NITCHEQUON , QC","71000","07095480","1955-1985","69","Number of Years used to Calculate Normal","hPa","25","","24","","24","","25","","25","","25","","24","","24","","24","","24","","24","","22","","-9999","1","-9999.9","1"
"CANADA","SUMMERSIDE A , PE","71000","08300700","1953-1991","","Mean of Hourly Observations","hPa","1011.6","","1012.5","","1012.5","","1012.5","","1014.2","","1012.6","","1012.7","","1013.8","","1015.6","","1015.4","","1013.8","","1012.7","","1013.3","","1013.3",""
"CANADA","SUMMERSIDE A , PE","71000","08300700","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","29","","30","","29","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","BATTLE HARBOUR LOR , NF","71000","08500398","1957-1983","","Mean of Hourly Observations","hPa","-9999.9","1","-9999.9","1","-9999.9","1","1011.5","","1012.8","","1012.0","","-9999.9","1","1011.4","","1011.9","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1"
"CANADA","BATTLE HARBOUR LOR , NF","71000","08500398","1957-1983","69","Number of Years used to Calculate Normal","hPa","18","","18","","18","","21","","20","","20","","18","","22","","23","","17","","19","","16","","-9999","1","-9999.9","1"
"CANADA","NORMAN WELLS A , NT","71043","02202800","1953-1991","","Mean of Hourly Observations","hPa","1021.5","","1020.9","","1020.0","","1016.5","","1014.5","","1010.8","","1012.2","","1011.6","","1012.4","","1011.2","","1016.3","","1018.5","","1015.5","","1015.5",""
"CANADA","NORMAN WELLS A , NT","71043","02202800","1953-1991","69","Number of Years used to Calculate Normal","hPa","28","","30","","30","","30","","30","","30","","30","","29","","29","","28","","29","","30","","-9999","1","-9999.9","1"
"CANADA","HIGH LEVEL A , AB","71066","03073146","1970-1991","","Mean of Hourly Observations","hPa","-9999.9","1","-9999.9","1","-9999.9","1","1014.6","","-9999.9","1","1010.7","","1012.6","","-9999.9","1","-9999.9","1","-9999.9","1","1015.4","","1018.0","","-9999.9","1","-9999.9","1"
"CANADA","HIGH LEVEL A , AB","71066","03073146","1970-1991","69","Number of Years used to Calculate Normal","hPa","19","","19","","19","","20","","19","","20","","20","","19","","19","","19","","20","","21","","-9999","1","-9999.9","1"
"CANADA","PEACE RIVER A , AB","71068","03075040","1958-1991","","Mean of Hourly Observations","hPa","1019.1","","1017.9","","1016.1","","1014.4","","1013.2","","1011.8","","1013.8","","1013.7","","1014.8","","1012.7","","1014.9","","1016.7","","1014.9","","1014.9",""
"CANADA","PEACE RIVER A , AB","71068","03075040","1958-1991","69","Number of Years used to Calculate Normal","hPa","27","","29","","25","","28","","29","","29","","28","","28","","28","","29","","27","","26","","-9999","1","-9999.9","1"
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","","Mean of Hourly Observations","hPa","1006.8","","1008.7","","1012.6","","1016.5","","1015.6","","1011.8","","1010.9","","1010.2","","1009.2","","1008.8","","1009.1","","1008.4","","1010.7","","1010.7",""
"CANADA","CAPE DYER A , NT","71094","02400654","1959-1990","69","Number of Years used to Calculate Normal","hPa","29","","29","","29","","29","","29","","29","","28","","29","","28","","27","","29","","29","","-9999","1","-9999.9","1"
"CANADA","SANDSPIT A , BC","71101","01057050","1953-1991","","Mean of Hourly Observations","hPa","1010.3","","1010.3","","1010.9","","1013.4","","1015.8","","1016.2","","1018.0","","1016.6","","1014.9","","1011.0","","1008.1","","1009.9","","1013.0","","1013.0",""
"CANADA","SANDSPIT A , BC","71101","01057050","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","27","","30","","30","","29","","29","","28","","26","","30","","-9999","1","-9999.9","1"
"CANADA","CAPE ST JAMES , BC","71107","01051350","1955-1991","","Mean of Hourly Observations","hPa","1012.2","","1011.2","","-9999.9","1","1014.4","","1016.2","","1017.3","","1018.9","","1017.9","","1016.2","","1013.0","","1009.8","","1011.7","","1014.2","","-9999.9","1"
"CANADA","CAPE ST JAMES , BC","71107","01051350","1955-1991","69","Number of Years used to Calculate Normal","hPa","23","","24","","19","","21","","21","","22","","25","","22","","24","","22","","21","","23","","-9999","1","-9999.9","1"
"CANADA","ABBOTSFORD A , BC","71108","01100030","1953-1991","","Mean of Hourly Observations","hPa","1017.5","","1017.0","","1015.7","","1016.9","","1017.1","","1016.6","","1017.3","","1016.3","","1016.6","","1017.7","","1015.8","","1017.1","","1016.8","","1016.8",""
"CANADA","ABBOTSFORD A , BC","71108","01100030","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","29","","30","","28","","30","","29","","29","","29","","29","","29","","-9999","1","-9999.9","1"
"CANADA","PORT HARDY A , BC","71109","01026270","1953-1991","","Mean of Hourly Observations","hPa","1014.1","","1013.9","","1013.5","","1016.0","","1017.3","","1017.1","","1018.6","","1017.3","","1016.6","","1015.3","","1012.4","","1013.9","","1015.5","","1015.5",""
"CANADA","PORT HARDY A , BC","71109","01026270","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","29","","30","","29","","28","","30","","28","","30","","28","","29","","29","","-9999","1","-9999.9","1"
"CANADA","COLD LAKE A , AB","71120","03081680","1954-1991","","Mean of Hourly Observations","hPa","1019.6","","1019.1","","1017.0","","1015.2","","1013.8","","1011.7","","1013.6","","1014.1","","1015.1","","1014.0","","1015.9","","1018.1","","1015.6","","1015.6",""
"CANADA","COLD LAKE A , AB","71120","03081680","1954-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","29","","28","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1991","","Mean of Hourly Observations","hPa","1018.3","","1017.7","","1015.7","","1014.2","","1013.1","","1011.9","","1014.1","","1014.2","","1015.1","","1014.0","","1015.1","","1016.9","","1015.0","","1015.0",""
"CANADA","EDMONTON NAMAO A , AB","71121","03012210","1955-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","29","","30","","30","","30","","30","","30","","30","","29","","30","","-9999","1","-9999.9","1"
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1961-1991","","Mean of Hourly Observations","hPa","1018.6","","1018.0","","1015.9","","1014.5","","1013.2","","1012.1","","1014.3","","1014.4","","1015.3","","1014.3","","1015.4","","1017.3","","1015.3","","1015.3",""
"CANADA","EDMONTON INT'L A , AB","71123","03012205","1961-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","MOULD BAY A , NT","71072","02502700","1954-1991","","Mean of Hourly Observations","hPa","1020.1","","1020.4","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","1011.2","","1014.7","","1013.9","","-9999.9","1","1017.2","","-9999.9","1","-9999.9","1"
"CANADA","MOULD BAY A , NT","71072","02502700","1954-1991","69","Number of Years used to Calculate Normal","hPa","21","","21","","19","","19","","15","","19","","19","","20","","21","","20","","18","","20","","-9999","1","-9999.9","1"
"CANADA","URANIUM CITY A , SK","71076","04068340","1962-1986","","Mean of Hourly Observations","hPa","1021.6","","1020.9","","1019.1","","1017.0","","1016.0","","1012.1","","1012.6","","1013.0","","1014.7","","1012.7","","1016.7","","1018.8","","1016.3","","1016.3",""
"CANADA","URANIUM CITY A , SK","71076","04068340","1962-1986","69","Number of Years used to Calculate Normal","hPa","22","","23","","24","","24","","25","","23","","23","","23","","23","","22","","22","","23","","-9999","1","-9999.9","1"
"CANADA","LYNN LAKE A , MB","71078","05061646","1969-1991","","Mean of Hourly Observations","hPa","1018.3","","1020.1","","1018.5","","1017.5","","1015.8","","-9999.9","1","-9999.9","1","-9999.9","1","1014.5","","-9999.9","1","1016.0","","1017.6","","1015.7","","-9999.9","1"
"CANADA","LYNN LAKE A , MB","71078","05061646","1969-1991","69","Number of Years used to Calculate Normal","hPa","20","","20","","21","","21","","21","","17","","17","","19","","21","","19","","21","","21","","-9999","1","-9999.9","1"
"CANADA","THOMPSON A , MB","71079","05062922","1967-1991","","Mean of Hourly Observations","hPa","1018.9","","1020.5","","1019.0","","1017.8","","1015.8","","1011.8","","1011.5","","1012.3","","1014.0","","1013.9","","1016.0","","1018.2","","1015.8","","1015.8",""
"CANADA","THOMPSON A , MB","71079","05062922","1967-1991","69","Number of Years used to Calculate Normal","hPa","21","","22","","23","","24","","23","","24","","22","","23","","24","","20","","22","","23","","-9999","1","-9999.9","1"
"CANADA","HALL BEACH A , NT","71081","02402350","1956-1991","","Mean of Hourly Observations","hPa","1010.8","","1012.7","","1015.6","","1018.5","","1016.2","","1011.6","","1009.2","","1008.4","","1009.5","","1010.0","","1011.2","","1011.9","","1012.1","","1012.1",""
"CANADA","HALL BEACH A , NT","71081","02402350","1956-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","29","","30","","30","","29","","30","","30","","30","","29","","30","","30","","-9999","1","-9999.9","1"
"CANADA","ALERT , NT","71082","02400300","1954-1991","","Mean of Hourly Observations","hPa","1015.2","","1017.5","","1020.7","","1021.8","","1019.8","","1014.1","","1011.2","","1011.9","","1012.8","","1014.2","","1016.9","","1015.1","","1015.9","","1015.9",""
"CANADA","ALERT , NT","71082","02400300","1954-1991","69","Number of Years used to Calculate Normal","hPa","26","","26","","22","","25","","22","","27","","25","","25","","26","","24","","26","","24","","-9999","1","-9999.9","1"
"CANADA","CLYDE A , NT","71090","02400800","1954-1991","","Mean of Hourly Observations","hPa","-9999.9","1","1011.3","","-9999.9","1","-9999.9","1","1015.9","","1011.4","","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","1011.0","","-9999.9","1","-9999.9","1"
"CANADA","CLYDE A , NT","71090","02400800","1954-1991","69","Number of Years used to Calculate Normal","hPa","19","","21","","19","","18","","22","","20","","16","","17","","19","","17","","16","","21","","-9999","1","-9999.9","1"
"CANADA","SAULT STE MARIE A , ON","71260","06057592","1961-1991","","Mean of Hourly Observations","hPa","1015.8","","1017.6","","1016.7","","1015.6","","1015.0","","1014.1","","1014.9","","1015.6","","1016.6","","1016.5","","1015.4","","1016.1","","1015.8","","1015.8",""
"CANADA","SAULT STE MARIE A , ON","71260","06057592","1961-1991","69","Number of Years used to Calculate Normal","hPa","29","","29","","28","","29","","29","","28","","27","","29","","29","","28","","29","","29","","-9999","1","-9999.9","1"
"CANADA","ST HUBERT A , QC","71371","07027320","1953-1991","","Mean of Hourly Observations","hPa","1015.9","","1016.4","","1015.3","","1013.6","","1013.8","","1012.7","","1013.2","","1014.7","","1016.6","","1016.9","","1015.9","","1016.7","","1015.1","","1015.1",""
"CANADA","ST HUBERT A , QC","71371","07027320","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","29","","-9999","1","-9999.9","1"
"CANADA","HALIFAX INT'L A , NS","71395","08202250","1961-1991","","Mean of Hourly Observations","hPa","1011.7","","1012.4","","1012.2","","1012.3","","1014.6","","1013.8","","1014.3","","1015.2","","1016.7","","1016.3","","1014.3","","1013.1","","1013.9","","1013.9",""
"CANADA","HALIFAX INT'L A , NS","71395","08202250","1961-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","GREENWOOD A , NS","71397","08202000","1953-1991","","Mean of Hourly Observations","hPa","1012.4","","1013.1","","1012.8","","1012.6","","1014.5","","1013.4","","1013.8","","1014.9","","1016.6","","1016.4","","1014.6","","1013.6","","1014.1","","1014.1",""
"CANADA","GREENWOOD A , NS","71397","08202000","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","WINDSOR A , ON","71538","06139525","1953-1991","","Mean of Hourly Observations","hPa","1017.7","","1017.9","","1016.1","","1014.9","","1014.9","","1014.4","","1015.3","","1016.3","","1017.4","","1017.8","","1016.9","","1017.6","","1016.4","","1016.4",""
"CANADA","WINDSOR A , ON","71538","06139525","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","SABLE ISLAND , NS","71600","08204700","1955-1991","","Mean of Hourly Observations","hPa","1011.5","","1012.0","","1012.0","","1012.6","","1015.5","","1015.1","","1015.7","","1016.0","","1016.9","","1016.4","","1014.2","","1012.8","","1014.2","","1014.2",""
"CANADA","SABLE ISLAND , NS","71600","08204700","1955-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","SHEARWATER A , NS","71601","08205090","1953-1991","","Mean of Hourly Observations","hPa","1011.9","","1012.6","","1012.3","","1012.4","","1014.8","","1014.0","","1014.5","","1015.3","","1016.7","","1016.4","","1014.5","","1013.2","","1014.0","","1014.1",""
"CANADA","SHEARWATER A , NS","71601","08205090","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","29","","30","","30","","30","","29","","30","","-9999","1","-9999.9","1"
"CANADA","YARMOUTH A , NS","71603","08206500","1953-1991","","Mean of Hourly Observations","hPa","1013.1","","1013.6","","1013.3","","1013.1","","1015.1","","1014.4","","1014.9","","1015.9","","1017.4","","1017.2","","1015.2","","1014.3","","1014.8","","1014.8",""
"CANADA","YARMOUTH A , NS","71603","08206500","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","28","","30","","30","","29","","27","","28","","29","","28","","30","","-9999","1","-9999.9","1"
"CANADA","SAINT JOHN A , NB","71609","08104900","1953-1991","","Mean of Hourly Observations","hPa","1012.7","","1013.3","","1012.9","","1012.7","","1014.5","","1013.5","","1013.9","","1015.0","","1016.7","","1016.4","","1014.7","","1013.9","","1014.2","","1014.2",""
"CANADA","SAINT JOHN A , NB","71609","08104900","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","SHERBROOKE A , QC","71610","07028124","1962-1991","","Mean of Hourly Observations","hPa","1015.1","","1015.4","","1014.7","","1013.6","","1014.0","","1013.2","","1013.9","","1015.3","","1017.1","","1017.3","","1015.7","","1016.2","","1015.1","","1015.1",""
"CANADA","SHERBROOKE A , QC","71610","07028124","1962-1991","69","Number of Years used to Calculate Normal","hPa","28","","28","","28","","28","","29","","29","","29","","29","","28","","28","","28","","29","","-9999","1","-9999.9","1"
"CANADA","TRENTON A , ON","71621","06158875","1953-1991","","Mean of Hourly Observations","hPa","1016.5","","1017.1","","1015.9","","1014.3","","1014.5","","1013.7","","1014.3","","1015.6","","1017.1","","1017.4","","1016.2","","1017.0","","1015.8","","1015.8",""
"CANADA","TRENTON A , ON","71621","06158875","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","LONDON A , ON","71623","06144475","1953-1991","","Mean of Hourly Observations","hPa","1017.1","","1017.5","","1016.2","","1014.9","","1015.1","","1014.6","","1015.5","","1016.6","","1017.7","","1018.1","","1016.6","","1017.2","","1016.4","","1016.4",""
"CANADA","LONDON A , ON","71623","06144475","1953-1991","69","Number of Years used to Calculate Normal","hPa","29","","30","","29","","30","","30","","30","","29","","29","","30","","29","","29","","30","","-9999","1","-9999.9","1"
"CANADA","TORONTO PEARSON INT'L A , ON","71624","06158733","1953-1991","","Mean of Hourly Observations","hPa","1016.8","","1017.3","","1016.2","","1014.8","","1014.9","","1014.2","","1014.9","","1016.0","","1017.4","","1017.6","","1016.4","","1017.0","","1016.1","","1016.1",""
"CANADA","TORONTO PEARSON INT'L A , ON","71624","06158733","1953-1991","69","Number of Years used to Calculate Normal","hPa","29","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","PETAWAWA A , ON","71625","06106398","1969-1991","","Mean of Hourly Observations","hPa","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","-9999.9","1","1015.7","","1016.8","","1017.5","","1016.2","","-9999.9","1","-9999.9","1","-9999.9","1"
"CANADA","PETAWAWA A , ON","71625","06106398","1969-1991","69","Number of Years used to Calculate Normal","hPa","17","","18","","18","","18","","19","","17","","19","","20","","20","","20","","20","","17","","-9999","1","-9999.9","1"
"CANADA","MONTREAL/DORVAL INT'L A , QC","71627","07025250","1953-1991","","Mean of Hourly Observations","hPa","1015.9","","1016.5","","1015.3","","1013.6","","1013.8","","1012.7","","1013.2","","1014.7","","1016.5","","1016.9","","1015.8","","1016.7","","1015.1","","1015.1",""
"CANADA","MONTREAL/DORVAL INT'L A , QC","71627","07025250","1953-1991","69","Number of Years used to Calculate Normal","hPa","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","30","","-9999","1","-9999.9","1"
"CANADA","OTTAWA INT'L A , ON","71628","06106000","1953-1991","","Mean of Hourly Observations","hPa","1016.3","","1016.8","","1015.7","","1014.0","","1014.1","","1013.1","","1013.7","","1015.2","","1016.9","","1017.2","","1016.1","","1017.0","","1015.5","","1015.5",""
